draw_id,draw_date,day_of_week,prize_1st,prize_2nd,prize_3rd,special_1,special_2,special_3,special_4,special_5,special_6,special_7,special_8,special_9,special_10,consolation_1,consolation_2,consolation_3,consolation_4,consolation_5,consolation_6,consolation_7,consolation_8,consolation_9,consolation_10,jackpot_1_prize,jackpot_1_winners,jackpot_2_prize,jackpot_2_winners,gold_jackpot_1_prize,gold_jackpot_1_winners,gold_jackpot_2_prize,gold_jackpot_2_winners,life_num_1,life_num_2,life_num_3,life_num_4,life_num_5,life_num_6,life_num_7,life_num_8,life_bonus_1,life_bonus_2,life_winner_1,life_winner_2,is_valid_jackpot,is_valid_gold_jackpot,is_valid_mgold,is_valid_life
016/24,24/03/2024,Mon,7622,2637,9677,1638,4992,5210,1091,1767,5576,0944,5855,4892,6892,9185,2080,1459,6274,1119,3466,3679,3821,0605,5216,3870590.23,0.0169491525,120537.62,1.0247130219,6253298.37,0.0,100000.0,0.25,04,06,08,12,15,19,22,31,18,28,1.0,0.0,1,1,1,1
017/24,27/03/2024,Thu,3188,3478,3719,5000,0164,8787,8183,4365,9395,4932,8726,9732,3949,1326,6212,8831,0684,5533,1665,1425,8938,0157,6118,4451699.03,0.0,117584.01,5.1500593266,6315841.42,0.0,100000.0,0.125,05,12,28,29,31,33,34,36,11,27,0.0,0.0,1,1,1,1
018/24,30/03/2024,Sun,3021,8996,9532,0092,3755,8991,3478,8068,3328,3741,4720,8896,9308,5376,1306,5390,0556,1835,6377,6077,3866,8626,8591,5196767.72,0.0036101083,135467.04,1.2046118733,6381502.77,0.05,100000.0,0.05,03,10,13,25,26,30,33,35,20,29,0.0,0.0,1,1,1,1
019/24,31/03/2024,Mon,2971,8464,7666,0146,7635,0698,8227,7885,1222,5389,9984,8993,5758,7357,6395,4818,5486,6310,2120,9410,2883,0540,7501,5932795.76,0.0,137234.35,1.0713178295,6127963.85,0.0,118007.63,0.25,01,05,11,18,24,28,33,35,06,36,0.0,0.0,1,1,1,1
020/24,03/04/2024,Thu,3091,6288,8366,2012,3927,7194,2848,6262,4994,2849,2126,1667,0012,1984,1236,4001,4993,2737,6327,0847,2179,4437,1525,6678833.66,0.0658603645,135643.26,2.4328142294,6191903.2,0.1,111150.91,0.275,04,09,11,12,13,32,35,36,24,30,0.0,0.0,1,1,1,1
021/24,06/04/2024,Sun,1100,5869,7715,7819,7635,0831,0201,9436,8256,9457,5762,3744,6832,2462,9240,0696,6959,8660,5674,6893,9054,4611,6173,7031646.64,0.0,144124.26,0.3146853147,5640716.97,0.0,104669.19,0.15,02,06,08,14,26,27,31,36,17,32,0.0,0.0,1,1,1,1
022/24,07/04/2024,Mon,5104,0711,1199,5395,8713,9245,3437,0247,2804,6035,8909,2340,5917,1306,2799,2253,0165,7860,7627,4704,8423,2778,9983,7845879.24,0.0200792116,246812.76,2.3756118153,5707751.85,0.0,112710.33,1.3,01,03,12,14,17,23,27,36,02,18,0.0,0.0,1,1,1,1
023/24,10/04/2024,Thu,7988,9603,8769,1156,5619,4424,8601,6832,9999,0376,2133,3372,1211,9333,4365,9608,2101,2581,5340,2712,1511,8706,8103,8522057.4,0.0,151584.95,1.162062577,5777562.29,0.0,100000.0,0.0,03,06,21,23,26,27,31,35,04,18,0.0,0.0,1,1,1,1
024/24,13/04/2024,Sun,1366,9491,7346,6342,7209,7512,7655,3969,4964,8892,1227,8553,0064,2908,4326,6503,3860,2419,9481,4219,1568,9920,2946,9363828.39,0.0023310023,153049.27,0.0368496756,5844913.57,0.0,100000.0,0.1,02,03,05,06,14,19,25,34,18,22,0.0,0.0,1,1,1,1
025/24,14/04/2024,Mon,8831,4549,3618,3513,1306,4950,2160,4996,6557,1071,1736,3851,7142,2720,9079,6765,6836,1373,9776,4070,0530,6034,1377,10208476.53,0.5368421053,304950.41,1.3173856517,5910495.53,0.0,100000.0,0.125,07,08,10,17,23,25,31,35,05,20,0.0,0.0,1,1,1,1
026/24,17/04/2024,Thu,6143,5345,7264,1497,6342,8673,9259,5909,2270,5694,8841,5982,2219,8018,1680,3393,5513,4805,9106,7318,4525,8326,8427,5489343.57,0.0909090909,138401.29,0.0750582223,5974111.74,0.0,100000.0,0.075,04,06,12,13,25,28,29,33,08,26,0.0,1.0,1,1,1,1
027/24,20/04/2024,Sun,5190,1205,5827,3166,1517,9345,6829,6497,9122,9333,0383,7502,9334,4015,0298,8219,8666,0364,4983,1082,7579,5592,7487,5736176.61,0.0,263624.83,0.152579954,6038697.76,0.0,100000.0,0.375,04,05,12,16,20,22,23,31,13,25,0.0,0.0,1,1,1,1
028/24,21/04/2024,Mon,9865,1151,3184,8142,0090,0991,5452,5267,3646,8820,2385,5183,1895,4018,9495,4748,3479,0658,8756,7085,8094,0324,6849,6477212.37,0.0,358134.74,1.1696827976,6101459.4,0.0,100000.0,0.05,08,10,11,14,17,23,26,34,20,29,0.0,0.0,1,1,1,1
029/24,24/04/2024,Thu,3771,1487,4773,5591,4009,4810,3714,7542,4118,4553,3983,1110,8693,1175,8945,5856,5529,5057,7802,6320,6868,9183,8594,7215543.48,0.0166666667,134242.02,1.005988024,6163645.26,0.0,100000.0,0.05,05,08,13,18,21,25,29,31,01,15,0.0,0.0,1,1,1,1
030/24,27/04/2024,Sun,8418,2248,5886,2503,9233,0281,5357,1263,6591,2217,4822,7977,7978,9024,1664,2456,8988,1399,4129,9917,5736,1482,8592,7857041.43,0.0,138501.28,0.5485512864,6227351.17,0.0,106524.75,0.3,10,15,19,23,24,26,34,35,12,22,0.0,0.0,1,1,1,1
031/24,28/04/2024,Mon,6574,1349,7428,1929,5208,1274,0025,6772,9951,1274,9070,4876,1940,7164,5968,0700,6666,3028,6546,2071,9845,2949,1330,8638764.35,0.1111111111,204657.66,1.0930472484,6290025.69,0.0,100000.0,0.0,03,07,10,19,29,31,35,36,09,22,0.0,0.0,1,1,1,1
032/24,01/05/2024,Thu,0621,1543,3948,8061,5014,8268,3013,8414,2562,4632,9147,6690,2254,2862,1240,5232,7268,1900,6292,6503,5491,1836,5527,8500487.71,0.0070921986,149379.29,0.0319787911,6365656.94,0.0,123550.62,0.0,02,08,09,18,22,24,32,35,20,25,0.0,0.0,1,1,1,1
033/24,04/05/2024,Sun,3871,3523,6308,6552,8483,9754,9174,7702,2140,3068,7959,8963,0725,1525,5972,3929,2892,9081,6866,1186,5944,4814,5849,9276100.64,0.0,296584.15,0.4324632914,6438297.6,0.0,149277.52,0.2,01,04,07,11,15,21,28,29,09,20,0.0,0.0,1,1,1,1
034/24,05/05/2024,Mon,1116,6190,3258,7415,3682,6917,9033,0777,3283,5810,7135,6326,1689,9639,8044,4297,0459,7916,3105,5639,5613,6723,2725,10135387.59,0.0,324556.38,1.1198435194,6509424.74,0.0,144612.88,0.05,04,07,11,16,17,22,26,34,12,28,0.0,0.0,1,1,1,1
035/24,08/05/2024,Thu,5559,7193,9260,5943,8460,0620,1007,5908,5169,1744,8070,6844,3345,8604,6033,4053,8330,3344,9165,9393,9315,6690,1190,11106948.32,0.0,176647.41,3.0983098376,6581230.63,0.0,162813.49,0.0,01,03,04,06,11,16,23,30,10,31,0.0,0.0,1,1,1,1
036/24,11/05/2024,Sun,1960,8035,5765,7224,0766,8498,1164,6719,7788,4583,0808,5852,2174,8699,0365,7039,4571,0511,2056,6995,5830,3807,8484,12137681.38,0.0026109661,187406.01,0.0726847538,6654851.98,0.05,188887.72,0.05,02,09,14,16,23,25,27,30,07,21,0.0,1.0,1,1,1,1
037/24,12/05/2024,Mon,5913,9505,6526,4998,2521,9445,9287,1500,8180,5531,2489,2955,0494,8753,9244,6126,7865,9609,1045,9598,8983,0108,3147,13191511.55,0.010989011,371151.95,0.1971260276,6395592.92,0.0,205468.75,0.95,11,18,22,25,26,27,29,30,09,31,0.0,0.0,1,1,1,1
038/24,15/05/2024,Thu,5203,4035,4787,2109,9757,8761,8801,7472,7899,1560,1415,6408,1659,6058,0117,0348,3351,9642,7114,3564,0350,6374,4649,14133963.88,0.0014814815,495699.88,1.0532634176,6468640.47,0.0,100000.0,0.1,01,03,05,16,20,21,23,36,24,28,0.0,2.0,1,1,1,1
039/24,18/05/2024,Sun,1401,0532,9364,3095,4449,7785,8784,9008,3889,1552,2097,7887,0633,3574,1116,4565,5935,9833,7670,0837,6904,4985,7402,15244695.93,0.0,205758.41,0.1813045897,6542560.01,0.0,100000.0,0.15,01,08,10,15,25,29,34,36,18,24,0.0,1.0,1,1,1,1
040/24,19/05/2024,Mon,9755,5973,3283,1118,7654,9449,7270,6133,8458,2400,0292,8134,9459,6805,2845,7409,6054,5117,0378,0893,4155,6854,7564,16417406.45,0.0630541872,381673.57,2.1910768891,6614879.91,0.0,100000.0,0.0,04,05,06,08,14,21,23,28,01,02,0.0,0.0,1,1,1,1
041/24,22/05/2024,Thu,5973,9881,5425,9537,4602,9485,9655,1927,1519,5434,6764,3535,5175,6173,0087,0658,9128,4101,9773,4538,9136,2180,8033,16561992.01,0.0,214503.96,2.0911158417,6690039.32,0.0,100000.0,0.0,01,05,11,20,21,27,30,36,06,25,0.0,0.0,1,1,1,1
042/24,25/05/2024,Sun,8837,9485,3177,8285,2693,9960,5205,1651,8857,7345,4254,2158,4853,0577,0998,4087,6933,0018,2206,3107,8904,5488,3162,17751319.46,0.0283219908,216241.36,0.2333189811,6763133.4,0.05,115444.04,0.0,09,10,15,19,21,22,30,34,02,26,0.0,0.0,1,1,1,1
043/24,26/05/2024,Mon,8791,1572,7038,3095,9366,9061,9230,3936,1427,4559,7452,0732,1795,7106,7917,4878,9524,1139,3433,5113,6313,0949,2476,18482878.37,0.0034364261,390208.45,0.1937837022,6496257.92,0.0,140689.46,0.05,04,11,18,21,23,29,33,35,30,32,0.0,0.0,1,1,1,1
044/24,28/05/2024,Wed,8890,1339,1863,6269,6527,7010,5769,9976,2032,0794,4461,3278,7945,8548,8700,4033,1551,9114,1443,7421,2031,3010,6226,19479098.57,0.1408287473,507271.55,1.3197364478,6551206.29,0.0,153115.87,0.05,12,14,15,21,25,27,34,35,07,10,0.0,0.0,1,1,1,1
045/24,29/05/2024,Thu,9349,9800,5741,1246,1889,5830,1459,7819,8147,9918,1059,5264,1367,4360,0781,1662,8358,7131,6099,0538,4758,1609,8924,17953216.54,0.0145271415,221333.64,2.3017518045,6615908.33,0.0,168375.39,0.0,03,09,12,15,16,17,18,33,01,14,0.0,0.0,1,1,1,1
046/24,01/06/2024,Sun,0715,9906,3956,6321,9136,5353,6985,4908,5664,7875,0132,7497,0895,1420,1936,9147,5288,9956,6152,9370,7987,9263,3695,19013336.79,0.027116481,240168.94,0.1022737345,6680931.13,0.0,191404.3,0.175,01,09,11,12,13,19,24,29,03,36,0.0,0.0,1,1,1,1
047/24,02/06/2024,Mon,2482,9092,4859,4749,1331,3389,0700,0318,0826,0604,7428,4123,4959,3185,0739,8581,6888,4388,6888,3550,7931,5839,1884,19883297.91,0.0108725119,467521.59,0.1824249068,6745869.19,0.05,180907.45,0.0,01,05,13,17,18,28,29,35,03,24,0.0,0.0,1,1,1,1
048/24,05/06/2024,Thu,5744,2761,9903,7102,1760,5960,2679,8931,5790,3843,8472,0180,3564,9475,6446,3842,2791,0510,2575,5719,3136,0680,7041,21136987.01,0.0320874066,649483.18,0.1116710639,6474296.48,0.0,204183.55,0.1,04,15,16,17,21,25,27,28,09,26,0.0,0.0,1,1,1,1
049/24,08/06/2024,Sun,6775,9038,6627,4310,1531,6708,1682,2585,7869,4248,8920,1457,5442,9987,4358,2404,4680,8999,3409,3431,2095,5227,4804,22037453.8,0.0024096386,863990.69,2.1720882713,6542694.39,0.0,207989.45,0.175,04,05,12,13,16,18,27,28,14,30,0.0,0.0,1,1,1,1
050/24,09/06/2024,Mon,5133,3632,5782,3479,6125,1927,8043,3755,6422,3686,5222,2315,3675,7918,6686,5713,4988,6255,8281,1994,9478,4994,1204,23594254.7,0.1937322447,292709.67,3.3666284011,6610118.34,0.0,195470.62,0.1,02,09,14,27,29,31,32,36,17,34,0.0,0.0,1,1,1,1
051/24,12/06/2024,Thu,9311,3030,3380,4156,7021,0204,0331,7626,5693,5078,4154,2655,6883,5748,4698,1591,0458,4378,3574,6646,6980,4124,3519,20557474.51,0.1197476259,278943.23,3.6878102042,6676964.13,0.0,199598.11,0.275,04,05,15,21,23,26,27,36,02,30,0.0,0.0,1,1,1,1
052/24,15/06/2024,Sun,9179,1289,7170,2840,2276,3295,0230,0302,1804,8500,5680,9182,2850,4738,4475,7008,6141,0634,7892,3251,7427,9714,9260,19640487.74,0.0058479532,280858.55,1.3404392613,6745515.89,0.0,168987.38,0.05,04,07,10,11,14,18,27,36,22,32,0.0,0.0,1,1,1,1
053/24,16/06/2024,Mon,5720,9542,0781,4142,9104,8268,4451,9839,6981,0918,1507,4777,5281,7581,6071,2729,9701,6375,8095,7933,9653,6308,7363,21100904.38,0.0126962913,286413.33,0.2690122266,6812083.89,0.0,184114.18,0.05,01,02,06,07,08,27,31,34,15,19,0.0,1.0,1,1,1,1
054/24,19/06/2024,Thu,2415,5767,1147,9053,5226,5331,0882,9520,8245,4981,3202,2262,9667,0941,4714,4897,1044,6398,3418,1748,7419,0147,1527,22384925.67,0.0,491532.74,0.2758358546,6876785.34,0.0,197823.57,0.1,07,08,13,14,20,30,31,35,02,03,0.0,1.0,1,1,1,1
055/24,22/06/2024,Sun,9011,6178,7421,0204,6796,1079,0379,5158,0308,7434,5269,1143,5542,6358,1697,8731,8059,8366,8652,5442,3946,8460,0424,24026624.33,0.0,654441.06,1.1161616213,6942389.08,0.0,201275.87,0.225,04,13,20,23,24,26,27,36,32,34,0.0,0.0,1,1,1,1
056/24,23/06/2024,Mon,5288,7139,5412,3831,5236,0455,8579,1841,6760,7424,8575,5790,1814,1090,5619,7846,5080,9687,8570,1503,1545,0272,2035,25712038.47,0.0092403537,306438.94,2.2587473358,7007849.86,0.0,179172.83,0.25,08,15,16,20,22,24,25,30,07,28,0.0,0.0,1,1,1,1
057/24,25/06/2024,Wed,7119,1825,3055,7648,4029,8538,9088,3764,8311,8941,6100,7335,8467,8540,4569,2279,4618,2370,1779,6155,8083,9677,7957,34425140.49,0.5802498988,1627398.25,9.2090141247,7057300.76,0.0,151893.48,0.0,05,06,17,22,23,30,35,36,03,27,0.0,0.0,1,1,1,1
058/24,26/06/2024,Thu,7235,0990,7917,9608,5300,3681,2467,4274,0756,9240,6264,9900,7768,6064,0502,1307,0440,8774,8417,5028,3769,0206,5162,16001616.94,0.0373573158,282120.14,13.5433347253,7116829.66,0.0,172976.63,0.05,01,10,24,27,32,33,34,35,03,26,0.0,0.0,1,1,1,1
059/24,29/06/2024,Sun,6657,2522,4412,3808,5265,0815,3292,3692,3481,5103,2868,7887,9947,0738,9395,7261,4311,0437,3270,6024,2849,0919,6573,16842736.4,0.0,261617.62,1.3692606795,7182162.14,0.0,187466.39,0.175,01,02,03,10,12,15,23,34,18,29,0.0,0.0,1,1,1,1
060/24,30/06/2024,Mon,8669,1371,8217,6546,1251,5237,8432,2056,3001,6931,9562,9700,2094,4346,5234,1466,7836,9696,2336,3241,1143,8067,4206,18291424.63,1.0085470085,263397.86,2.2092875022,7248128.41,0.0,178022.83,0.25,05,08,10,16,21,24,32,33,14,22,0.0,0.0,1,1,1,1
061/24,03/07/2024,Thu,5186,1718,4405,2391,2801,1629,3664,2567,1150,2673,0480,4066,9760,2943,1994,8154,3444,9885,2068,9968,3888,5500,5791,2726566.28,0.0062111801,132102.96,0.0924389626,7314472.86,0.0,157014.11,0.1,11,18,19,26,29,30,33,34,35,36,0.0,0.0,1,1,1,1
062/24,06/07/2024,Sun,2069,9706,1198,2885,5905,5345,2391,1115,1414,8245,5491,8987,2914,2835,9373,8419,4253,7709,8730,5628,9104,7112,5841,3418145.99,0.0084033613,248712.39,2.4668983599,7382035.81,0.0,165241.24,0.075,08,12,16,21,27,31,33,34,18,19,0.0,0.0,1,1,1,1
063/24,07/07/2024,Mon,0838,3409,8283,6241,5222,5282,2667,4245,1505,9611,4756,2027,0854,9004,8828,6851,8589,3359,3955,1997,6246,8502,3328,4098025.6,0.0041841004,128837.01,0.1506134817,7448654.1,0.0,176442.13,0.0,03,06,09,12,22,28,30,35,17,36,0.0,0.0,1,1,1,1
064/24,10/07/2024,Thu,2206,0316,6892,3733,1093,1852,7446,2971,5123,9811,6821,4015,8654,1096,9713,5398,4035,9071,4984,4916,5099,1548,6183,4774609.86,0.0052356021,235565.3,0.3570497899,7513493.56,0.0,199406.1,0.15,07,10,15,18,27,29,30,33,08,31,0.0,1.0,1,1,1,1
065/24,13/07/2024,Sun,0338,9098,8986,2296,3098,5932,0795,1295,0039,3351,3661,2461,5661,8063,9207,3738,5842,4537,6113,5300,5870,6142,9942,5484319.06,0.0216986301,285039.88,2.3011703327,7579389.74,0.0,192833.41,0.1,01,10,12,19,22,27,30,32,20,33,0.0,0.0,1,1,1,1
066/24,14/07/2024,Mon,8547,0280,5023,9859,8744,3602,2336,0090,4566,7722,7001,0741,7353,4991,7162,4481,7917,9815,0541,4252,4128,7891,3157,6111865.98,0.0,135736.21,0.2005097706,7644048.42,0.0,196450.02,0.1,05,11,16,21,22,24,29,31,13,25,0.0,0.0,1,1,1,1
067/24,17/07/2024,Thu,3539,5266,8726,5782,6729,4985,7568,3071,9596,5126,7561,2821,4774,1515,3191,6576,0924,0569,2041,4459,9941,5692,7218,6859588.2,0.0285714286,244469.27,0.1628101573,7708723.73,0.0,199710.86,0.3,01,14,16,17,19,22,25,27,11,35,0.0,1.0,1,1,1,1
068/24,20/07/2024,Sun,6705,7448,9958,9030,1956,3065,3104,8426,2823,2264,9904,3781,1467,0553,4070,5145,5218,3487,8699,0112,3630,5828,8192,7460322.05,1.007751938,349525.75,0.1738410413,7775592.88,0.0,163480.43,0.125,01,02,08,20,21,26,31,35,24,29,0.0,1.0,1,1,1,1
069/24,21/07/2024,Mon,0057,6782,9848,6655,6091,0675,1121,7642,1938,0141,9621,5276,4767,5014,1139,9714,0061,9585,3391,7451,7778,9269,9126,2687046.17,0.0,413681.32,0.0586196029,7841281.76,0.0,166310.19,0.0,01,02,05,07,10,11,23,30,16,19,0.0,0.0,1,1,1,1
070/24,24/07/2024,Thu,7262,6799,9875,3900,2170,7485,1506,7206,3786,5263,2330,4087,8435,4249,8917,4272,6486,1193,6903,5423,0969,8543,1269,3353074.03,0.0,510527.47,0.0539829964,7905162.3,0.0,188934.55,0.175,04,09,15,19,21,22,29,31,02,25,0.0,0.0,1,1,1,1
071/24,27/07/2024,Sun,3869,0594,4282,2136,8176,9103,9173,4990,5414,1739,9117,9149,7543,6359,6347,8140,3579,3697,9984,9358,8896,2057,8476,4065848.13,0.0,612562.95,0.1661530003,7970878.5,0.0,179145.49,0.15,03,11,13,18,19,30,35,36,14,31,0.0,0.0,1,1,1,1
072/24,28/07/2024,Mon,6616,4309,7433,9242,6496,3246,7897,1951,4238,2020,2801,3904,1508,3244,7000,3449,5120,7955,2697,5937,9187,7751,4508,4788414.45,0.0,642159.48,0.2862312455,8036054.56,0.0,175356.86,0.1,02,04,06,11,19,20,29,31,15,27,0.0,0.0,1,1,1,1
073/24,31/07/2024,Thu,6614,2219,9253,1266,1534,7978,4667,4881,6263,8595,7533,4690,5666,6563,3770,1057,3014,3411,4707,5394,9209,7910,6009,5528887.26,0.0489795918,592984.79,0.0624308226,8102345.55,0.0,181299.23,0.3,02,10,12,15,20,24,27,33,05,36,0.0,0.0,1,1,1,1
074/24,03/08/2024,Sun,2377,4804,6538,9527,3651,2968,8939,9339,9227,9051,8103,2558,6091,5028,5547,4204,6837,1017,3044,4756,2811,6193,9185,6038868.88,0.0,697925.05,0.0678301387,8174782.46,0.0,152564.2,0.0,01,05,10,20,28,30,32,35,26,29,0.0,0.0,1,1,1,1
075/24,04/08/2024,Mon,8277,2973,8571,3132,1514,2495,6985,1278,9807,4142,9690,2442,3513,9103,9587,2050,2637,9762,7511,1077,3105,1988,5298,6841623.42,0.0,796540.06,0.0122286091,8246256.3,0.0,177877.85,0.1,05,09,10,11,14,16,22,35,02,21,0.0,0.0,1,1,1,1
076/24,07/08/2024,Thu,2909,1836,1035,1554,2202,9943,1651,9273,2444,9583,9950,9680,7180,1661,1475,0720,1610,5301,3193,5229,0950,1576,4982,7672304.15,1.0,937832.35,0.1761042393,8318022.59,0.0,185507.29,1.0,04,05,06,07,09,11,22,23,12,29,0.0,1.0,1,1,1,1
077/24,10/08/2024,Sun,6079,0773,9515,0771,8556,9351,2850,4795,1055,6309,7588,3283,5253,6617,2486,1646,2146,4627,8498,2249,5154,3257,2846,2721455.54,0.0,903849.83,0.1024376831,8392614.14,0.0,100000.0,0.225,04,16,21,22,24,28,31,36,05,17,2.0,0.0,1,1,1,1
078/24,11/08/2024,Mon,5939,3762,9402,2608,4077,4559,6911,8955,7284,3989,8476,4477,4023,7661,8046,6305,0333,5041,3577,1631,7524,0252,0691,3435834.1,0.0,941148.56,0.0320779497,8464838.6,0.0,100000.0,0.05,05,13,15,16,20,32,33,36,19,29,0.0,0.0,1,1,1,1
079/24,13/08/2024,Wed,1441,6864,6505,9491,9632,9219,0980,0727,3519,3402,9727,1193,2572,0800,0426,5790,3573,4352,2747,7308,9241,3832,4635,4089339.37,0.0,1029777.58,1.0169491525,8520833.2,0.0,100000.0,0.0,03,06,07,13,22,24,26,34,27,31,0.0,0.0,1,1,1,1
080/24,14/08/2024,Thu,0663,1466,4494,7148,1930,5301,8776,6379,5504,2041,8246,7380,1859,6010,4541,3675,4883,0665,3831,9222,6221,0164,7447,4736992.17,0.0,117755.06,0.0052910053,8585901.54,0.0,100000.0,0.05,06,08,15,18,20,22,24,32,13,21,0.0,0.0,1,1,1,1
081/24,17/08/2024,Sun,3481,2858,6543,6640,2390,1439,3580,2676,3352,2739,6958,6283,8130,9835,5478,3306,9104,1545,8341,7858,4837,5302,4148,5423120.25,0.0133333333,241882.58,0.0283080625,8657542.1,0.0,100000.0,0.05,03,11,13,14,18,28,31,33,05,26,0.0,1.0,1,1,1,1
082/24,18/08/2024,Mon,5126,8041,4815,0488,6036,0701,9583,6044,3316,5127,2252,4555,4913,2600,9890,3389,6064,7744,4081,1550,2768,8412,3711,6062339.17,0.0212765957,364403.93,2.0082910927,8728059.01,0.0,107721.24,0.0,04,08,14,15,23,26,27,30,05,17,0.0,0.0,1,1,1,1
083/24,21/08/2024,Thu,9830,5178,5713,1300,2771,7284,6755,1419,2622,5443,6414,9102,0860,8595,7059,7435,4120,2140,7948,2472,8533,9202,6094,6625281.14,0.0,125805.08,2.1336443274,8798136.36,0.0,132540.3,0.2,03,11,14,17,21,30,32,34,04,16,0.0,0.0,1,1,1,1
084/24,24/08/2024,Sun,2418,7544,2877,1287,9395,6608,0290,4043,2589,6419,1743,0747,3920,2209,6778,0514,0109,8450,2645,3355,1435,2790,0970,7359580.53,0.0,133508.98,0.1133137543,8870539.42,0.0,131674.99,0.05,07,14,21,24,25,32,33,36,22,29,0.0,0.0,1,1,1,1
085/24,25/08/2024,Mon,9904,4800,8528,9954,3678,2199,0839,8016,3999,7820,0720,7394,8250,1673,6167,3130,9449,6854,3309,5165,4051,1295,1115,8185782.45,0.0,268599.11,2.0889305803,8941841.6,0.0,150344.09,0.05,01,11,18,24,29,31,32,36,13,20,0.0,0.0,1,1,1,1
086/24,28/08/2024,Thu,9653,5213,3863,4720,0250,0620,9922,8403,9075,0484,1325,5103,6150,2113,3555,3788,1530,1114,5608,7010,3820,9287,7499,9055489.31,0.0,158128.52,1.438152314,9014708.17,0.0,168633.8,0.175,06,07,10,14,22,31,32,35,29,36,0.0,0.0,1,1,1,1
087/24,31/08/2024,Sun,9288,6554,5099,7123,4988,7735,1981,6898,4805,3504,6276,8124,2136,6369,5852,6268,1420,2682,9206,9163,6126,4573,8855,10019375.92,0.0,175252.11,0.251538198,9093560.28,0.0,167049.67,0.0,04,16,25,28,29,31,32,33,09,15,0.0,0.0,1,1,1,1
088/24,01/09/2024,Mon,8627,2160,5335,9549,0866,6865,1166,6789,4776,4284,8330,8489,7937,1598,3356,5221,5550,1284,6642,4646,0968,1956,0080,11030756.54,0.0,315056.9,0.2057161446,9168447.25,0.0,193572.14,0.125,10,12,15,19,23,32,35,36,05,18,0.0,0.0,1,1,1,1
089/24,04/09/2024,Thu,3129,7827,0905,9468,9104,9594,7278,5918,5529,9717,2154,4442,7162,0448,4061,0875,9553,0217,9246,7383,3637,3350,5567,12062346.58,0.0,437806.44,4.9275894785,9242242.84,0.0,195511.56,1.075,05,13,21,22,24,25,32,34,09,12,0.0,0.0,1,1,1,1
090/24,07/09/2024,Sun,0296,8549,0556,6690,3028,0440,0376,5435,0019,5858,9283,9726,6633,5071,9081,2340,7006,7245,2551,8105,6873,6871,0305,13121137.72,0.006342052,192507.48,0.1751544146,9316861.91,0.0,100000.0,0.05,02,06,08,10,11,23,33,35,24,30,0.0,0.0,1,1,1,1
091/24,08/09/2024,Mon,2240,9444,1232,1888,8559,1699,0359,6658,5453,3890,5063,7377,7651,3643,8856,5555,0640,1308,5464,6546,4929,0441,0194,14149161.67,0.0056497175,360832.39,3.6694344447,9390880.05,0.0,100000.0,0.0,06,08,14,15,19,25,26,35,10,23,0.0,0.0,1,1,1,1
092/24,11/09/2024,Thu,3168,4085,7777,9378,9935,0526,7568,1896,5962,7676,0390,6201,8181,1808,7833,6773,6845,7699,8609,6323,6046,4113,1349,15166421.27,0.0,199490.61,5.6721843377,9463513.38,0.0,100000.0,0.1,03,06,07,08,13,16,23,28,19,25,0.0,0.0,1,1,1,1
093/24,14/09/2024,Sun,0046,7112,0161,2303,9965,6410,7903,6823,8635,5204,1075,8426,9788,2594,1029,2392,1219,9908,6589,5371,5146,9524,2128,16308418.06,0.0,207635.78,0.0435108007,9536912.57,0.0,100000.0,0.1,01,03,14,15,25,29,30,32,18,19,0.0,0.0,1,1,1,1
094/24,15/09/2024,Mon,5310,6681,8430,8216,0559,0443,3023,0878,8190,2788,3554,9291,2744,1096,7371,8862,8533,9282,2682,9651,1611,2131,5747,17472689.44,0.0193301049,410287.09,2.1505095618,9608759.84,0.0,104808.11,0.05,04,05,06,10,11,16,27,33,08,17,0.0,1.0,1,1,1,1
095/24,18/09/2024,Thu,5231,0374,5016,0897,8099,7291,1258,6566,9185,7388,6486,1105,3750,9285,8171,2870,9748,1942,6502,5851,1095,0752,3910,18304754.0,0.0041841004,212693.36,1.0812506006,9679035.19,0.0,124456.89,0.05,01,02,07,10,17,19,28,29,12,18,0.0,0.0,1,1,1,1
096/24,21/09/2024,Sun,0030,9418,6009,3885,2587,5444,2601,4957,9258,1228,6180,3915,6681,1592,1827,7873,6216,8158,6395,1270,6787,4308,6785,19440133.14,0.1168434266,220357.83,1.1619605956,9752065.71,0.0,144099.03,0.1,05,08,13,22,23,27,28,31,06,14,0.0,0.0,1,1,1,1
097/24,22/09/2024,Mon,0079,5411,1631,1138,8177,3655,7968,0205,4842,8682,5430,3001,8590,2628,9115,6328,1504,0050,4976,4172,4481,0989,7401,18404767.76,0.0739081747,224742.98,1.4154317016,9824783.59,0.0,155443.38,0.1,03,04,11,20,21,25,29,36,09,22,0.0,1.0,1,1,1,1
098/24,25/09/2024,Thu,6195,1109,8901,1043,5051,1392,7403,6215,8213,7112,2685,7328,7647,1398,0293,0962,3199,4666,9727,6878,4898,2602,1319,18245103.57,0.1320173144,218290.66,3.1232422507,9896496.22,0.0,165297.26,0.325,01,06,10,16,18,22,24,28,21,32,0.0,0.0,1,1,1,1
