draw_id,draw_date,day_of_week,prize_1st,prize_2nd,prize_3rd,special_1,special_2,special_3,special_4,special_5,special_6,special_7,special_8,special_9,special_10,consolation_1,consolation_2,consolation_3,consolation_4,consolation_5,consolation_6,consolation_7,consolation_8,consolation_9,consolation_10,jackpot_1_prize,jackpot_1_winners,jackpot_2_prize,jackpot_2_winners,gold_jackpot_1_prize,gold_jackpot_1_winners,gold_jackpot_2_prize,gold_jackpot_2_winners,life_num_1,life_num_2,life_num_3,life_num_4,life_num_5,life_num_6,life_num_7,life_num_8,life_bonus_1,life_bonus_2,life_winner_1,life_winner_2,is_valid_jackpot,is_valid_gold_jackpot,is_valid_mgold,is_valid_life
690/22,04/05/2022,Thu,0736,5444,9879,5278,2126,0470,0869,7899,2112,0966,7086,1534,3291,4496,1349,3076,0581,6263,2191,5667,4069,8996,9399,3721991.23,0.0,180521.53,3.8151275729,7607565.65,0.0,187553.29,0.125,03,05,10,11,20,24,26,32,04,22,0.0,0.0,1,1,1,1
691/22,07/05/2022,Sun,1023,9379,9422,7265,9780,5213,8498,4170,1369,1158,6476,7083,4303,1777,5823,4176,1668,4251,5442,9504,2371,2480,2571,4313537.24,0.0,107553.82,0.0310336596,7676390.85,0.0,188484.72,0.1,02,15,17,26,27,33,34,35,14,23,0.0,0.0,1,1,1,1
692/22,08/05/2022,Mon,0722,0488,0458,1193,1819,1984,0835,3940,5300,3153,1022,6698,6960,2637,9820,2674,7344,0087,3083,4406,6162,8338,0400,4907070.68,1.0,212131.2,2.0131603336,7742848.76,0.0,193173.43,0.075,01,06,09,13,14,21,23,33,26,29,0.0,0.0,1,1,1,1
693/22,11/05/2022,Thu,5152,1401,8280,4483,8957,8714,8107,0289,1813,8920,8896,8807,8587,4290,0745,6703,2923,0079,0360,0922,2895,2980,6990,2522171.27,0.1111111111,100000.0,0.0828169958,7809351.22,0.0,202238.37,0.125,08,09,12,14,27,29,31,35,15,30,0.0,0.0,1,1,1,1
694/22,14/05/2022,Sun,9807,8661,6422,7607,7205,1420,7751,9061,4912,5073,1823,9047,2205,1192,1475,4195,8417,3805,1605,9504,2211,9187,1440,2778967.35,0.0,184301.68,0.0328017706,7878398.18,0.0,201412.7,0.1,01,16,21,24,25,31,34,36,12,17,0.0,0.0,1,1,1,1
695/22,15/05/2022,Mon,8493,4018,6812,3666,3444,8426,8108,2657,4094,3759,2600,6346,3241,1549,8951,9257,8877,9587,1566,3714,6726,2200,9664,3333795.31,0.0,279134.07,0.089668616,7945682.34,0.0,205101.24,0.15,02,05,06,08,09,15,22,27,24,26,0.0,1.0,1,1,1,1
696/22,18/05/2022,Thu,0833,9324,9980,5716,1538,2848,2446,5359,3310,6089,0167,7279,1846,1181,1682,5590,3486,5223,9925,7703,6156,1511,1250,3886352.7,0.0,354569.48,0.0078445409,8012431.31,0.0,197976.31,0.05,01,07,19,21,22,25,26,34,02,33,0.0,0.0,1,1,1,1
697/22,21/05/2022,Sun,4250,6525,6815,6559,9983,0757,8499,3564,6867,5400,2014,5614,0264,2921,9944,7522,5959,1748,9355,7437,2311,8400,1733,4464494.03,0.0,456904.66,0.0975980541,8080797.94,0.0,212290.67,0.1,07,13,15,19,24,29,34,35,10,26,0.0,1.0,1,1,1,1
698/22,22/05/2022,Mon,0360,8066,1979,4114,2196,7208,5211,7502,2873,6887,4463,1338,3198,7152,7106,9549,3643,5823,0622,0577,1099,8647,6427,5057439.1,0.1166977033,520119.85,0.2787040656,8147119.43,0.125,214550.46,0.1,01,06,11,18,21,24,35,36,12,22,0.0,0.0,1,1,1,1
699/22,25/05/2022,Thu,9569,6424,4199,8810,3448,6012,9971,5629,4851,2646,3987,9692,9260,2576,0183,2048,6378,0538,9611,2114,8460,0300,8287,5061373.91,0.0,483183.31,0.0478447934,7194951.79,0.0,216549.14,0.05,01,03,05,10,11,14,15,33,26,30,0.0,0.0,1,1,1,1
700/22,28/05/2022,Sun,8613,4931,7548,9497,1812,1159,8617,0450,5882,5050,1210,9594,1269,4445,9828,3267,9097,2444,7366,3540,6471,4821,3268,5688294.27,0.0243535188,574051.02,1.0335842881,7265175.46,0.0,230592.56,0.05,03,04,10,14,18,32,34,35,21,28,0.0,0.0,1,1,1,1
701/22,29/05/2022,Mon,5100,8730,3848,0614,5890,3430,0560,8267,1469,2307,1543,3659,9614,6620,7374,1687,5259,2962,9076,4892,8584,0229,7594,6160135.18,0.0,110976.53,0.0171614301,7332286.17,0.0,242831.31,0.3,02,06,19,22,28,33,35,36,05,14,0.0,0.0,1,1,1,1
702/22,31/05/2022,Wed,1082,1101,9114,3845,4503,9913,8478,2809,7555,4928,3968,5991,9143,3819,9111,0528,3645,6538,9405,6926,3246,7927,1445,6681830.61,0.0476190476,203925.73,1.0816869192,7386755.77,0.0,189273.24,0.65,05,15,19,21,24,29,34,35,09,31,0.0,0.0,1,1,1,1
703/22,01/06/2022,Thu,3645,8907,5488,6337,5683,3757,7905,3365,8303,3432,9659,4131,6390,8907,3072,9065,8227,0216,8190,0436,6077,1895,8980,6935375.32,0.0,103950.39,1.2379573731,7446277.74,0.0,100000.0,0.05,07,16,20,23,29,30,31,32,03,33,0.0,0.0,1,1,1,1
704/22,04/06/2022,Sun,6771,7007,1090,8282,0481,8062,6088,5477,1366,5861,8311,1963,7858,7355,9636,2489,2186,2355,4389,5401,8291,4021,2753,7552953.27,0.0434782609,112286.9,0.2113660197,7514067.2,0.0,106335.1,0.05,02,06,21,23,24,30,33,34,14,27,0.0,0.0,1,1,1,1
705/22,05/06/2022,Mon,9935,2212,2617,2715,8634,0283,5649,4795,4430,5676,7059,4850,6328,6618,0524,6015,0321,6880,9864,5817,0230,0711,4717,7858812.73,0.0,203871.21,0.1598358552,7579866.96,0.0,124322.42,0.35,08,10,16,18,28,32,33,35,07,26,1.0,0.0,1,1,1,1
706/22,08/06/2022,Thu,5425,0775,5255,2916,0102,1258,7404,4128,5118,4128,7801,4412,3281,8908,6289,4812,1654,7802,1882,8467,6311,8581,6537,8496114.89,0.0,287158.4,1.0,7646440.9,0.0,104387.84,0.1,09,18,22,23,25,28,34,35,11,24,0.0,0.0,1,1,1,1
707/22,11/06/2022,Sun,9007,0471,6306,8090,0726,6500,6578,8384,3070,2301,8206,1295,0042,4861,0489,7006,1112,5976,8957,6386,4063,3887,8095,9157178.43,0.0,120193.37,2.1501434309,7714747.93,0.0,118141.13,0.1,03,05,10,13,19,21,24,27,30,33,0.0,0.0,1,1,1,1
708/22,12/06/2022,Mon,1073,7106,4931,1677,6885,7095,8806,0464,9117,0640,4866,7806,7303,8780,8875,6440,2903,2333,5196,2884,9379,6288,0358,9830583.66,0.0,122437.32,0.0389573646,7781508.98,0.0,129971.56,0.1,03,07,08,13,23,28,29,31,14,16,0.0,0.0,1,1,1,1
709/22,14/06/2022,Wed,6669,6159,9001,1891,8679,0525,0772,7347,7577,0747,3397,9106,6539,6222,1553,6279,0349,7244,9011,0117,8856,9558,0251,10379887.06,0.0,217540.83,0.0326755187,7831848.3,0.0,134802.91,0.05,05,06,08,11,12,13,15,18,17,23,0.0,1.0,1,1,1,1
710/22,15/06/2022,Thu,1386,1840,2636,7162,0980,5840,7861,4726,5327,0994,0428,3267,8580,5021,4183,9540,5439,9836,1759,2702,6719,8120,7800,11111669.95,0.0183238045,343484.02,1.0221233131,7892778.64,0.0,149642.26,0.05,01,05,08,17,27,30,31,34,19,33,0.0,1.0,1,1,1,1
711/22,18/06/2022,Sun,5925,1469,6311,0374,1278,8614,3055,5177,0799,0486,9119,3285,5729,5969,9634,2898,6475,7417,9757,5776,5187,3018,4636,11716864.0,1.0,147054.93,0.028764121,7962162.59,0.0,166733.63,0.05,04,16,17,22,23,24,27,30,11,32,0.0,0.0,1,1,1,1
712/22,19/06/2022,Mon,3561,3477,4957,4574,0234,0188,9394,7078,0570,2646,5193,0144,4911,3156,3062,3872,3226,2890,5627,4142,2062,9518,0377,2609002.08,0.0,253552.67,0.0046888951,8029723.56,0.0,182324.79,0.05,01,05,06,23,25,31,32,33,10,35,0.0,0.0,1,1,1,1
713/22,22/06/2022,Thu,8116,8082,5419,8918,6296,0299,9590,9306,0570,9842,4960,7695,6207,4194,4299,7438,5078,5337,1832,0428,1043,9972,0754,3155931.76,0.0,351805.55,0.0212765957,8091273.05,0.0,195007.33,0.175,01,02,03,12,14,29,30,34,25,32,0.0,0.0,1,1,1,1
714/22,25/06/2022,Sun,7102,2624,8362,6543,8982,1291,3789,3905,2433,6721,2898,1336,8723,9965,3546,4329,0138,4408,9639,3650,5040,9084,9619,3732689.76,0.0,449185.42,0.1130528587,8154692.05,0.0,183341.95,0.15,05,10,16,19,21,22,35,36,07,34,0.0,0.0,1,1,1,1
715/22,26/06/2022,Mon,3932,1855,3657,9175,0770,1582,7339,7745,4810,8586,4162,0223,1347,3331,9346,0834,3669,4055,9331,3130,0315,6823,9982,4321459.12,0.0,505452.7,0.0444572686,8215723.97,0.0,177456.13,0.175,03,05,07,08,11,13,16,20,28,33,0.0,1.0,1,1,1,1
716/22,28/06/2022,Wed,1576,5014,7822,1453,4821,5877,2056,8307,8383,1708,0345,3776,9707,1290,6666,1828,0141,8704,8266,0527,7693,3248,1024,4818123.28,0.0,573284.24,2.0078740157,8264124.48,0.0,163543.16,0.05,16,22,27,30,31,32,34,35,08,23,0.0,0.0,1,1,1,1
717/22,29/06/2022,Thu,4962,5938,3800,6664,7746,7275,8637,2541,6872,6764,5218,8635,4145,6903,3127,4375,3509,9287,5577,7589,1910,6322,4752,5374921.42,0.0470899471,101236.03,1.5626293558,8321156.0,0.0,175564.66,0.0,03,05,06,09,12,29,31,35,02,07,0.0,0.0,1,1,1,1
718/22,02/07/2022,Sun,7350,4623,4235,3814,2447,5778,5593,9950,0630,1486,7509,6172,9259,1627,0069,9233,8487,0931,8101,7001,0858,9868,8508,5730582.78,0.0,110684.75,0.0,8384529.27,0.0,198009.36,0.05,04,08,17,20,31,32,34,35,15,25,0.0,0.0,1,1,1,1
719/22,03/07/2022,Mon,4135,1385,6013,8878,2210,1281,8278,4956,4419,5113,2327,7185,4434,0499,6028,0863,2777,2262,3590,4912,5447,3856,8071,6351298.87,0.0297539577,223542.22,0.1151271754,8446996.69,0.0,210232.77,1.15,08,14,18,22,25,27,28,34,02,12,0.0,0.0,1,1,1,1
720/22,06/07/2022,Thu,5816,5740,0482,8110,2666,7607,2914,5132,0606,0479,8865,2635,2255,6455,3917,4239,6659,7018,5471,4771,2356,5718,0371,6782718.64,0.0,310605.72,0.1205371172,8508576.87,0.0,100000.0,0.0,02,04,07,10,14,16,21,33,01,36,0.0,0.0,1,1,1,1
721/22,09/07/2022,Sun,9630,0340,1002,2169,9882,5067,7751,8341,1680,2825,3266,6438,0414,1558,5605,7063,3420,9090,9685,8265,7779,0705,0843,7442060.95,0.0,393046.62,0.0268157105,8571066.46,0.0,100000.0,0.0,05,07,08,11,14,20,26,30,06,18,0.0,1.0,1,1,1,1
722/22,10/07/2022,Mon,5609,5795,4344,9560,4133,7589,2894,8194,6565,4085,9881,9408,4330,5659,3208,8411,9534,5475,2925,0689,5752,3827,6567,8109036.55,0.0,503775.08,1.1503486811,8630922.85,0.0,100000.0,0.0,05,11,14,15,18,26,28,32,21,34,0.0,0.0,1,1,1,1
723/22,13/07/2022,Thu,3873,6629,6502,0249,6300,4104,1004,5108,0896,8392,5501,7676,5044,1815,1506,8854,8238,5880,9081,7405,9287,3836,2961,8764404.01,0.0,119157.72,0.0,8690869.73,0.0,100000.0,0.05,02,08,12,15,18,28,29,31,03,10,0.0,0.0,1,1,1,1
724/22,16/07/2022,Sun,8313,6236,5194,6293,9456,9969,4553,9659,7958,2828,9698,9668,3885,5529,1370,1355,4087,8395,1495,7352,8349,5584,8483,9454797.95,0.025210084,244683.89,1.15363227,8751208.45,0.0,102741.67,0.0,05,12,13,23,24,29,33,34,19,26,0.0,0.0,1,1,1,1
725/22,17/07/2022,Mon,4241,6292,5134,5279,1513,2885,1978,8796,6605,0151,4355,5854,4543,7583,6458,2964,5140,6203,8484,5016,9084,0148,3816,9920048.23,0.1111111111,127928.46,0.1741697355,8810364.91,0.0,123692.92,0.0,01,18,19,20,21,32,34,35,05,22,0.0,0.0,1,1,1,1
726/22,19/07/2022,Wed,9816,6905,4312,1406,4263,5342,5283,9656,3279,5500,9436,2955,1142,7773,2844,4535,5094,8675,8085,8822,4859,1845,7692,9388956.08,1.0,209490.0,0.0409343715,8854676.72,0.0,139386.68,1.15,05,08,16,17,20,26,28,34,02,03,0.0,0.0,1,1,1,1
727/22,20/07/2022,Thu,7564,5194,7146,3192,3453,4107,8516,9297,5860,4335,8385,3561,8306,4740,8970,1574,3263,7864,4383,4227,3106,8953,2194,2531766.87,0.0,297599.55,0.2480726739,8908757.65,0.0,100000.0,0.0,01,02,04,11,12,13,17,28,32,35,0.0,0.0,1,1,1,1
728/22,23/07/2022,Sun,9772,6965,4648,1310,8118,5612,8370,3651,1306,8242,8095,1173,2704,6002,0825,6144,2484,4806,7136,8584,0696,8339,1594,3074355.37,0.0,322425.7,2.0439269745,8967333.57,0.05,100000.0,0.1,04,16,18,20,21,31,33,35,06,32,0.0,0.0,1,1,1,1
729/22,24/07/2022,Mon,5112,7496,5924,3077,9846,9887,6134,8779,5828,1154,6200,4207,0002,7463,6909,2921,2764,9274,9146,8257,9848,2416,3619,3608884.67,0.0,100000.0,0.1262929596,8576326.1,0.0,100000.0,0.0,04,09,11,12,18,30,34,36,01,17,0.0,0.0,1,1,1,1
730/22,26/07/2022,Wed,5971,6050,9305,7506,4823,4286,0721,6099,7417,8785,2534,8165,5222,8960,0907,8155,5440,1024,5384,4375,5751,4452,4473,4049340.7,0.0,164640.77,0.0,8621063.01,0.0,100000.0,0.475,12,13,14,17,18,20,25,31,05,24,1.0,0.0,1,1,1,1
731/22,27/07/2022,Thu,2617,9151,3298,4269,2275,3738,8445,3678,7806,2188,1086,7979,2964,1313,3259,2612,3482,2206,2913,2252,8515,0556,1210,4563319.66,0.0,258091.49,1.0044444444,8675021.38,0.0,100000.0,0.1,02,18,24,25,30,32,33,35,09,19,0.0,0.0,1,1,1,1
732/22,30/07/2022,Sun,8473,1298,3767,0378,0093,1590,6214,3006,4381,9778,6165,3743,0340,0008,7964,6082,0516,6839,8535,8356,5032,9343,3456,5144485.08,0.0,105666.44,0.0107526882,8735183.88,0.0,100000.0,0.1,10,18,19,23,25,30,33,35,03,12,0.0,0.0,1,1,1,1
733/22,31/07/2022,Mon,1154,8885,4129,5956,0060,9756,0513,9079,0838,5203,6515,9521,0844,6072,4955,4642,8594,7891,0561,9684,4722,3889,9993,5732990.36,0.0,211531.2,0.1387038056,8793781.98,0.0,100000.0,0.05,08,10,15,16,17,19,20,25,05,28,0.0,0.0,1,1,1,1
734/22,02/08/2022,Wed,0405,6425,4356,8156,8974,1415,2828,0605,5062,9566,2333,5843,7985,8532,1787,2973,7966,9003,8036,0057,5390,7266,8640,6232868.28,0.0120481928,273077.92,3.2850891787,8839566.51,0.0,100000.0,0.0,02,09,10,11,15,16,20,27,19,24,0.0,0.0,1,1,1,1
735/22,03/08/2022,Thu,8263,4278,5255,2790,6043,3335,1086,0314,3439,3055,2282,7080,4410,0990,2571,3022,5787,7276,1803,9841,6287,9439,9498,6731280.51,0.0,104274.01,3.1301748302,8894139.67,0.05,100000.0,0.075,02,14,18,28,29,30,33,35,20,23,0.0,0.0,1,1,1,1
736/22,06/08/2022,Sun,5433,2077,6709,3883,7736,9940,7063,7222,8931,0757,8714,6689,6684,5688,2950,3888,7082,2063,7683,1396,6665,1306,3134,7374077.28,0.0,116872.14,0.1209512948,8513615.78,0.05,105504.48,0.05,02,06,07,19,23,27,30,31,17,18,0.0,1.0,1,1,1,1
737/22,07/08/2022,Mon,0453,8539,4110,9113,5700,5766,6487,1729,9324,4776,0367,1085,6718,4639,4407,8349,3786,5791,1685,4665,9780,1779,5605,8025431.17,0.0,221164.28,0.0041841004,8151964.63,0.0,122906.42,0.0,03,06,07,17,24,26,27,34,19,29,0.0,0.0,1,1,1,1
738/22,09/08/2022,Wed,9305,6665,7405,4881,0788,7178,1350,1759,9419,7602,6030,5397,5228,2752,4809,0763,6000,9954,5546,3891,4200,9502,9308,8561023.45,0.0,317619.33,0.0517241379,8203118.72,0.0,141023.49,0.05,07,17,18,22,25,28,30,31,03,36,0.0,0.0,1,1,1,1
739/22,10/08/2022,Thu,3282,3303,0717,3099,8964,1350,0570,5028,4445,7549,6247,4880,6687,7714,2045,1889,8526,6096,1002,6254,5507,9917,0962,9203903.41,0.0,418078.01,0.1280602637,8263896.21,0.0,155497.68,0.15,03,05,08,09,10,25,30,32,20,24,0.0,0.0,1,1,1,1
740/22,13/08/2022,Sun,4656,9896,8762,6952,7661,6286,9921,6051,0569,9062,6414,4828,1070,2368,8735,4371,1404,3644,5375,6832,6015,1193,6669,9922281.92,0.0,495153.11,0.1917597807,8333347.09,0.075,156770.22,0.1,03,10,16,18,19,27,31,34,12,29,0.0,0.0,1,1,1,1
741/22,14/08/2022,Mon,1576,5191,9640,1576,8949,8142,7463,8973,9548,9064,3188,5609,3973,6802,9611,4263,0483,6530,7606,0029,3779,0898,3703,10661778.87,0.0,534656.65,1.1799626677,7776153.93,0.0,165108.49,0.075,02,15,16,18,26,30,34,35,21,29,0.0,0.0,1,1,1,1
742/22,16/08/2022,Wed,5982,2062,7354,1074,2984,5688,2681,7995,2419,6669,0321,1077,3525,7482,3912,9674,8396,9440,5433,8678,2152,2610,1812,11260224.3,0.0064516129,108808.26,0.1495726496,7826927.66,0.0,170707.71,0.0,01,06,09,14,24,33,34,36,16,29,0.0,1.0,1,1,1,1
743/22,17/08/2022,Thu,2914,8449,4236,4737,5957,9693,3148,0562,6658,0360,9298,0536,7004,5315,2279,7222,2568,1510,3318,1707,1052,6315,3518,11874596.03,0.0,217445.95,1.0263692576,7886333.6,0.0,191747.31,0.175,06,10,15,17,22,23,25,33,13,21,0.0,1.0,1,1,1,1
744/22,20/08/2022,Sun,6392,5350,7717,8389,4047,7213,4196,1617,0744,8063,8883,0404,0582,8931,2737,3924,4018,5682,4878,9732,3253,5266,8604,12602576.8,0.0,132360.14,0.0518741684,7950980.2,0.0,181087.2,4.175,02,13,16,17,19,26,27,32,10,18,0.0,0.0,1,1,1,1
745/22,21/08/2022,Mon,6416,8547,4392,5665,1795,6777,6368,8501,0774,5657,2956,2195,2295,9111,3369,9741,2921,7396,2376,9273,7008,5174,8895,13358433.85,0.0055248619,262922.63,0.0066225166,8013568.4,0.0,100000.0,0.0,01,06,10,13,21,22,27,28,17,25,0.0,1.0,1,1,1,1
746/22,24/08/2022,Thu,2515,9933,6190,5860,4979,5560,8042,1906,1443,3180,5262,1557,4552,2492,3218,7290,6490,3592,2814,1985,2494,7357,4219,14067121.62,1.0344827586,403452.56,1.4711215981,8078177.78,0.0,100000.0,0.0,02,05,08,09,12,13,14,20,34,35,0.0,1.0,1,1,1,1
747/22,27/08/2022,Sun,5538,8359,0359,8829,3702,9191,0398,4821,1239,9450,0534,5075,0641,3047,5306,0169,9583,8253,0216,4088,4596,9384,3594,2563015.72,1.0,102366.5,1.0107988753,8143210.68,0.0,100000.0,0.2,05,07,10,13,15,32,33,35,18,31,0.0,0.0,1,1,1,1
748/22,28/08/2022,Mon,0426,7049,7933,8957,3468,6692,2491,1735,2208,8377,1665,7885,5447,6571,2971,3294,9135,6198,6326,4670,5909,2480,4770,2542942.13,0.0363636364,100000.0,0.0105263158,8206575.23,0.0,100000.0,0.275,02,09,16,19,21,23,25,31,04,17,0.0,0.0,1,1,1,1
749/22,31/08/2022,Thu,1082,4194,3982,9223,2252,6261,7804,9605,1799,4151,1278,7252,4923,4468,2462,3000,3866,9265,6824,7973,0355,2192,9675,3005604.08,0.0,198597.32,0.042910527,8276562.69,0.0,100000.0,0.05,08,09,12,16,23,30,31,34,02,32,0.0,0.0,1,1,1,1
750/22,03/09/2022,Sun,1302,2949,7863,7900,2552,2970,0775,6347,4804,5009,4776,4892,2650,0042,0437,0524,3562,0070,0116,6304,9672,5703,1864,3571002.29,1.0,292875.08,0.0,8344387.59,0.0,100000.0,0.05,06,10,11,14,15,18,25,29,17,30,0.0,0.0,1,1,1,1
751/22,04/09/2022,Mon,0314,0877,6250,2025,5785,1435,8498,9647,3008,5985,5061,7041,6045,7349,5539,5771,6038,0954,0789,8973,1935,5322,8669,2549601.66,0.0,392802.66,0.0368903826,8409647.6,0.0,104944.7,0.05,06,09,14,17,19,20,33,35,04,30,0.0,0.0,1,1,1,1
752/22,06/09/2022,Wed,2601,2396,6873,3658,1110,5639,3525,0260,8399,0269,8123,4632,7795,8728,7785,6484,5802,5515,6104,5093,3005,9962,9979,3003984.79,0.0021413276,460927.14,0.1393267749,8461785.55,0.0,118162.99,0.0,01,10,16,20,25,28,31,34,15,26,0.0,0.0,1,1,1,1
753/22,07/09/2022,Thu,8739,2863,9596,6485,6980,9144,0705,4412,2573,9618,5675,6578,8680,5657,8617,5810,3783,6763,5488,0323,4659,0216,1300,3515982.22,0.0,490967.64,0.1373831554,8521440.38,0.05,139290.74,0.05,01,06,12,13,17,27,34,36,10,25,0.0,0.0,1,1,1,1
754/22,10/09/2022,Sun,1394,6848,8123,9134,0198,3234,8322,2584,2096,2738,7301,4529,3262,0061,2844,3126,9359,9075,5139,8293,3257,7385,5715,4102330.37,0.0015174507,530125.72,1.114750187,8163018.43,0.0,156285.6,0.05,01,11,12,15,18,21,27,33,10,17,1.0,0.0,1,1,1,1
755/22,11/09/2022,Mon,8953,2128,1311,8846,7395,3149,8209,9365,9584,9528,2544,0367,5386,0040,8363,3094,8517,8747,8399,8516,3151,0371,9880,4667198.97,0.0,103835.22,0.0256410256,8227835.91,0.0,171427.51,0.225,01,05,10,13,23,32,33,35,17,34,0.0,0.0,1,1,1,1
756/22,14/09/2022,Thu,9255,3151,4158,2308,8098,1805,2057,9442,0053,2289,0160,6953,4513,2939,7107,1972,3688,0097,8677,3868,9744,6267,9276,5246343.09,0.0,206471.71,0.1094099821,8293316.89,0.0,156047.5,0.0,11,12,20,22,24,26,27,30,19,31,0.0,0.0,1,1,1,1
757/22,17/09/2022,Sun,7721,1772,3653,9819,0206,7886,7534,0384,2758,1249,7721,5608,7880,4191,0584,3232,7025,4168,4898,3346,6887,8978,0336,5876659.92,0.4318205994,298484.7,1.5125717731,8358426.02,0.0,179106.98,0.1,08,09,12,13,15,22,23,31,27,36,0.0,0.0,1,1,1,1
758/22,18/09/2022,Mon,0681,0265,7980,4429,7573,5814,7407,5863,2694,7838,6102,4343,6983,1959,6597,9656,6640,7536,2214,9716,6306,8665,9603,3960733.23,0.0,113042.93,0.0184479986,8420599.41,0.0,183216.02,1.05,03,04,05,06,16,17,29,32,08,36,0.0,0.0,1,1,1,1
759/22,21/09/2022,Thu,4682,8298,2871,2126,6216,1298,6864,7502,4588,2922,9548,6085,1588,8079,3090,1996,6306,7198,2200,1221,2894,8479,3430,4578585.55,1.0084033613,223294.3,3.2012649624,8484994.75,0.0,100000.0,0.0,01,02,04,08,21,23,30,34,22,28,0.0,0.0,1,1,1,1
760/22,24/09/2022,Sun,0352,7725,0359,4526,8949,6032,9866,6479,4059,7557,1656,8044,2942,6227,8429,1666,8436,0126,4166,0323,0213,2175,8805,2594767.33,0.0,108139.52,2.2297724558,8551733.62,0.0,100000.0,0.1,02,14,18,21,22,23,26,31,04,19,0.0,0.0,1,1,1,1
761/22,25/09/2022,Mon,6338,9743,1633,3322,8530,8924,4776,3060,3349,8383,7380,6567,0986,2681,2194,4364,4230,7332,6926,7500,5117,5505,4602,3180673.23,0.0,106528.35,0.0303030303,8617118.96,0.0,100000.0,0.0,01,02,03,05,06,13,15,19,25,29,0.0,0.0,1,1,1,1
762/22,27/09/2022,Wed,6459,6869,5659,7893,0986,2439,2356,9478,0493,0162,8010,4329,3892,6470,8670,0594,7144,0342,6629,1029,8584,0298,3813,3677001.32,0.0,193541.69,2.0362050164,8669412.34,0.0,100000.0,0.175,01,04,06,15,16,20,23,25,08,22,0.0,1.0,1,1,1,1
763/22,28/09/2022,Thu,1255,1039,4374,9871,4470,5051,0828,2170,3643,3493,3836,0183,8402,5811,2208,2732,8716,9501,9731,6483,1466,0906,4086,4237371.38,0.0,101885.47,0.0411500204,8729506.33,0.0,100000.0,0.0,04,08,14,25,27,28,31,34,24,36,0.0,0.0,1,1,1,1
764/22,01/10/2022,Sun,9018,9463,1221,4736,0172,9648,4646,0951,5082,4063,0283,0311,0385,4955,7262,2644,3048,3006,9975,4270,2418,5228,2936,4848288.58,0.0,208768.74,0.0944502537,8794752.48,0.05,105012.54,0.0,02,16,19,21,29,30,34,36,22,23,0.0,0.0,1,1,1,1
765/22,02/10/2022,Mon,1419,1777,3551,5166,1002,1509,5573,6119,0576,7647,6045,3657,3061,6624,1429,6499,8604,5578,0053,4459,6568,3156,1940,5478168.6,0.0526315789,303574.12,1.1734850961,8418655.03,0.0,127551.77,0.125,01,11,14,15,24,25,26,36,20,21,0.0,0.0,1,1,1,1
766/22,05/10/2022,Thu,6638,2049,5366,0799,6082,7599,7894,7854,2349,6386,6666,2850,5064,5203,9394,5776,8687,5925,4579,9172,0785,9232,0033,5818899.65,0.0,114373.77,4.6355618133,8483686.94,0.0,134639.94,0.05,01,02,03,06,10,17,32,35,23,28,0.0,0.0,1,1,1,1
767/22,08/10/2022,Sun,6255,3202,7845,6011,8003,5028,1423,8565,1239,6035,2990,6263,4943,5938,8156,5881,8744,6401,7296,0488,3642,9666,7224,6485327.42,0.0,121168.69,0.1111111111,8549014.66,0.0,151044.84,0.05,08,09,12,14,21,26,27,34,10,20,0.0,0.0,1,1,1,1
768/22,09/10/2022,Mon,2936,8048,8921,7444,4908,0846,9836,8104,6450,0741,3866,0704,1559,1356,9484,0042,5854,9007,0735,4128,8601,5702,8889,7164688.88,0.0093457944,231225.77,0.0393241167,8613292.19,0.05,166257.56,0.1,04,06,08,10,13,17,18,31,01,28,0.0,0.0,1,1,1,1
769/22,12/10/2022,Thu,1433,6009,1399,5294,6270,1155,2370,8795,7641,2108,5588,7753,0518,2639,1698,0799,8596,8045,1857,4755,5722,1229,5538,7809873.16,0.0,351613.75,0.0606602031,8245993.52,0.0,172073.9,0.05,02,05,07,12,20,25,32,36,27,31,0.0,0.0,1,1,1,1
770/22,15/10/2022,Sun,5056,1821,1728,6978,6904,1493,5944,5347,3399,9109,3286,3392,4772,9798,1070,1507,5855,4743,1930,4926,2166,0032,1863,8560727.77,0.0285714286,466803.81,2.1205519965,8311349.76,0.0,186617.2,0.3,09,17,20,24,25,28,29,31,11,33,0.0,0.0,1,1,1,1
771/22,16/10/2022,Mon,3522,5958,4258,3351,8127,0964,0377,3014,6163,6352,4849,2230,8535,6801,5174,9791,5780,9557,9390,7803,8537,2480,4984,9075379.09,0.0,138044.28,0.0469156831,8375026.16,0.0,153184.1,0.25,03,09,10,13,14,21,27,29,31,33,0.0,0.0,1,1,1,1
772/22,18/10/2022,Wed,2807,8349,7203,3501,8808,1399,6193,6375,8270,4572,5687,6864,0518,5713,2622,2658,5429,6699,5285,8279,3190,4787,5244,9721431.06,0.0,249031.84,1.0764912281,8424494.48,0.0,132408.1,0.05,01,05,06,12,14,17,26,32,21,23,0.0,0.0,1,1,1,1
773/22,19/10/2022,Thu,0680,1332,3260,0266,1807,1008,0318,4204,4134,9759,7523,4073,2693,4930,5808,6312,6309,1325,8138,9288,1050,6215,5984,10460481.21,0.0,134372.76,0.0226871125,8482059.81,0.0,146175.41,0.15,01,02,10,12,13,18,31,32,07,30,0.0,0.0,1,1,1,1
